ID	Labels
fr_7761	1
fr_7762	1
fr_7763	0
fr_7764	1
fr_7765	1
fr_7766	0
fr_7767	0
fr_7768	0
fr_7769	1
fr_7770	1
fr_7771	1
fr_7772	0
fr_7773	0
fr_7774	0
fr_7775	1
fr_7776	0
fr_7777	1
fr_7778	1
fr_7779	0
fr_7780	1
fr_7781	0
fr_7782	0
fr_7783	0
fr_7784	0
fr_7785	0
fr_7786	0
fr_7787	1
fr_7788	1
fr_7789	0
fr_7790	0
fr_7791	0
fr_7792	0
fr_7793	0
fr_7794	1
fr_7795	0
fr_7796	1
fr_7797	1
fr_7798	1
fr_7799	1
fr_7800	1
fr_7801	0
fr_7802	0
fr_7803	0
fr_7804	0
fr_7805	1
fr_7806	0
fr_7807	1
fr_7808	0
fr_7809	1
fr_7810	1
fr_7811	0
fr_7812	0
fr_7813	0
fr_7814	0
fr_7815	0
fr_7816	1
fr_7817	1
fr_7818	0
fr_7819	1
fr_7820	1
fr_7821	1
fr_7822	1
fr_7823	1
fr_7824	1
fr_7825	0
fr_7826	1
fr_7827	0
fr_7828	1
fr_7829	1
fr_7830	0
fr_7831	1
fr_7832	0
fr_7833	1
fr_7834	0
fr_7835	1
fr_7836	0
fr_7837	1
fr_7838	0
fr_7839	1
fr_7840	0
fr_7841	1
fr_7842	1
fr_7843	1
fr_7844	1
fr_7845	1
fr_7846	1
fr_7847	1
fr_7848	1
fr_7849	0
fr_7850	1
fr_7851	0
fr_7852	1
fr_7853	1
fr_7854	0
fr_7855	1
fr_7856	1
fr_7857	0
fr_7858	1
fr_7859	1
fr_7860	1
fr_7861	0
fr_7862	1
fr_7863	0
fr_7864	1
fr_7865	1
fr_7866	0
fr_7867	0
fr_7868	0
fr_7869	0
fr_7870	1
fr_7871	0
fr_7872	1
fr_7873	0
fr_7874	1
fr_7875	1
fr_7876	0
fr_7877	1
fr_7878	0
fr_7879	1
fr_7880	0
fr_7881	1
fr_7882	1
fr_7883	0
fr_7884	0
fr_7885	1
fr_7886	0
fr_7887	0
fr_7888	0
fr_7889	0
fr_7890	1
fr_7891	0
fr_7892	0
fr_7893	1
fr_7894	1
fr_7895	0
fr_7896	0
fr_7897	0
fr_7898	1
fr_7899	0
fr_7900	0
fr_7901	1
fr_7902	0
fr_7903	0
fr_7904	1
fr_7905	0
fr_7906	0
fr_7907	0
fr_7908	1
fr_7909	1
fr_7910	0
fr_7911	1
fr_7912	1
fr_7913	1
fr_7914	0
fr_7915	0
fr_7916	0
fr_7917	1
fr_7918	0
fr_7919	0
fr_7920	1
fr_7921	0
fr_7922	0
fr_7923	1
fr_7924	1
fr_7925	1
fr_7926	1
fr_7927	1
fr_7928	0
fr_7929	0
fr_7930	1
fr_7931	1
fr_7932	1
fr_7933	0
fr_7934	1
fr_7935	0
fr_7936	0
fr_7937	0
fr_7938	0
fr_7939	0
fr_7940	0
fr_7941	1
fr_7942	1
fr_7943	1
fr_7944	1
fr_7945	0
fr_7946	1
fr_7947	1
fr_7948	1
fr_7949	0
fr_7950	0
fr_7951	0
fr_7952	0
fr_7953	1
fr_7954	1
fr_7955	1
fr_7956	1
fr_7957	1
fr_7958	0
fr_7959	1
fr_7960	0
fr_7961	0
fr_7962	0
fr_7963	0
fr_7964	1
fr_7965	1
fr_7966	1
fr_7967	1
fr_7968	0
fr_7969	0
fr_7970	1
fr_7971	0
fr_7972	0
fr_7973	0
fr_7974	1
fr_7975	0
fr_7976	0
fr_7977	1
fr_7978	1
fr_7979	0
fr_7980	1
fr_7981	1
fr_7982	0
fr_7983	0
fr_7984	0
fr_7985	0
fr_7986	1
fr_7987	0
fr_7988	1
fr_7989	1
fr_7990	1
fr_7991	1
fr_7992	0
fr_7993	1
fr_7994	0
fr_7995	0
fr_7996	1
fr_7997	1
fr_7998	0
fr_7999	0
fr_8000	0
fr_8001	0
fr_8002	0
fr_8003	0
fr_8004	1
fr_8005	1
fr_8006	1
fr_8007	0
fr_8008	1
fr_8009	1
fr_8010	1
fr_8011	0
fr_8012	0
fr_8013	0
fr_8014	0
fr_8015	1
fr_8016	1
fr_8017	1
fr_8018	0
fr_8019	0
fr_8020	1
fr_8021	0
fr_8022	1
fr_8023	0
fr_8024	1
fr_8025	0
fr_8026	0
fr_8027	1
fr_8028	0
fr_8029	1
fr_8030	1
fr_8031	1
fr_8032	1
fr_8033	1
fr_8034	1
fr_8035	0
fr_8036	0
fr_8037	1
fr_8038	0
fr_8039	0
fr_8040	1
fr_8041	0
fr_8042	1
fr_8043	1
fr_8044	1
fr_8045	1
fr_8046	0
fr_8047	0
fr_8048	0
fr_8049	1
fr_8050	1
fr_8051	1
fr_8052	0
fr_8053	1
fr_8054	1
fr_8055	1
fr_8056	1
fr_8057	1
fr_8058	1
fr_8059	0
fr_8060	1
fr_8061	1
fr_8062	0
fr_8063	1
fr_8064	1
fr_8065	1
fr_8066	0
fr_8067	1
fr_8068	0
fr_8069	1
fr_8070	0
fr_8071	0
fr_8072	0
fr_8073	0
fr_8074	0
fr_8075	1
fr_8076	1
fr_8077	1
fr_8078	0
fr_8079	1
fr_8080	0
fr_8081	1
fr_8082	0
fr_8083	1
fr_8084	1
fr_8085	1
fr_8086	1
fr_8087	0
fr_8088	1
fr_8089	0
fr_8090	0
fr_8091	1
fr_8092	0
fr_8093	1
fr_8094	0
fr_8095	0
fr_8096	1
fr_8097	0
fr_8098	1
fr_8099	0
fr_8100	0
fr_8101	1
fr_8102	0
fr_8103	0
fr_8104	0
fr_8105	1
fr_8106	0
fr_8107	0
fr_8108	0
fr_8109	0
fr_8110	0
fr_8111	1
fr_8112	0
fr_8113	1
fr_8114	1
fr_8115	0
fr_8116	0
fr_8117	0
fr_8118	1
fr_8119	0
fr_8120	1
fr_8121	0
fr_8122	0
fr_8123	0
fr_8124	1
fr_8125	0
fr_8126	0
fr_8127	0
fr_8128	1
fr_8129	0
fr_8130	1
fr_8131	1
fr_8132	1
fr_8133	1
fr_8134	0
fr_8135	1
fr_8136	1
fr_8137	0
fr_8138	1
fr_8139	1
fr_8140	1
fr_8141	0
fr_8142	0
fr_8143	0
fr_8144	1
fr_8145	0
fr_8146	0
fr_8147	0
fr_8148	1
fr_8149	0
fr_8150	1
fr_8151	0
fr_8152	1
fr_8153	0
fr_8154	1
fr_8155	1
fr_8156	1
fr_8157	1
fr_8158	1
fr_8159	1
fr_8160	1
fr_8161	1
fr_8162	1
fr_8163	1
fr_8164	1
fr_8165	0
fr_8166	1
fr_8167	1
fr_8168	1
fr_8169	1
fr_8170	0
fr_8171	1
fr_8172	0
fr_8173	0
fr_8174	1
fr_8175	1
fr_8176	0
fr_8177	1
fr_8178	1
fr_8179	1
fr_8180	0
fr_8181	1
fr_8182	1
fr_8183	0
fr_8184	1
fr_8185	1
fr_8186	0
fr_8187	1
fr_8188	1
fr_8189	1
fr_8190	1
fr_8191	0
fr_8192	0
fr_8193	1
fr_8194	0
fr_8195	1
fr_8196	0
fr_8197	1
fr_8198	0
fr_8199	0
fr_8200	1
fr_8201	0
fr_8202	0
fr_8203	0
fr_8204	0
fr_8205	1
fr_8206	0
fr_8207	1
fr_8208	1
fr_8209	1
fr_8210	0
fr_8211	0
fr_8212	1
fr_8213	0
fr_8214	1
fr_8215	1
fr_8216	1
fr_8217	1
fr_8218	1
fr_8219	0
fr_8220	0
fr_8221	1
fr_8222	0
fr_8223	0
fr_8224	1
fr_8225	0
fr_8226	1
fr_8227	1
fr_8228	0
fr_8229	0
fr_8230	0
fr_8231	1
fr_8232	0
fr_8233	1
fr_8234	1
fr_8235	1
fr_8236	0
fr_8237	1
fr_8238	1
fr_8239	1
fr_8240	1
fr_8241	0
fr_8242	0
fr_8243	0
fr_8244	0
fr_8245	1
fr_8246	0
fr_8247	0
fr_8248	0
fr_8249	1
fr_8250	0
fr_8251	1
fr_8252	1
fr_8253	1
fr_8254	0
fr_8255	1
fr_8256	0
fr_8257	0
fr_8258	1
fr_8259	0
fr_8260	0
fr_8261	0
fr_8262	1
fr_8263	1
fr_8264	0
fr_8265	0
fr_8266	0
fr_8267	0
fr_8268	0
fr_8269	1
fr_8270	1
fr_8271	0
fr_8272	0
fr_8273	1
fr_8274	0
fr_8275	1
fr_8276	0
fr_8277	1
fr_8278	0
fr_8279	1
fr_8280	1
fr_8281	0
fr_8282	1
fr_8283	1
fr_8284	1
fr_8285	0
fr_8286	1
fr_8287	1
fr_8288	1
fr_8289	1
fr_8290	0
fr_8291	1
fr_8292	1
fr_8293	1
fr_8294	0
fr_8295	0
fr_8296	1
fr_8297	1
fr_8298	1
fr_8299	0
fr_8300	1
fr_8301	1
fr_8302	0
fr_8303	0
fr_8304	0
fr_8305	0
fr_8306	0
fr_8307	1
fr_8308	0
fr_8309	1
fr_8310	1
fr_8311	1
fr_8312	0
fr_8313	1
fr_8314	0
fr_8315	1
fr_8316	0
fr_8317	0
fr_8318	1
fr_8319	0
fr_8320	1
fr_8321	1
fr_8322	0
fr_8323	0
fr_8324	1
fr_8325	1
fr_8326	1
fr_8327	1
fr_8328	0
fr_8329	0
fr_8330	0
fr_8331	1
fr_8332	0
fr_8333	0
fr_8334	1
fr_8335	1
fr_8336	1
fr_8337	1
fr_8338	0
fr_8339	0
fr_8340	1
fr_8341	1
fr_8342	0
fr_8343	1
fr_8344	0
fr_8345	1
fr_8346	1
fr_8347	0
fr_8348	0
fr_8349	1
fr_8350	1
fr_8351	0
fr_8352	1
fr_8353	1
fr_8354	1
fr_8355	0
fr_8356	1
fr_8357	0
fr_8358	0
fr_8359	1
fr_8360	0
fr_8361	0
fr_8362	1
fr_8363	0
fr_8364	1
fr_8365	0
fr_8366	1
fr_8367	1
fr_8368	0
fr_8369	0
fr_8370	0
fr_8371	0
fr_8372	0
fr_8373	1
fr_8374	1
fr_8375	1
fr_8376	1
fr_8377	1
fr_8378	1
fr_8379	1
fr_8380	0
fr_8381	1
fr_8382	1
fr_8383	0
fr_8384	1
fr_8385	1
fr_8386	0
fr_8387	1
fr_8388	1
fr_8389	1
fr_8390	0
fr_8391	0
fr_8392	0
fr_8393	1
fr_8394	1
fr_8395	1
fr_8396	1
fr_8397	1
fr_8398	1
fr_8399	0
fr_8400	0
fr_8401	1
fr_8402	0
fr_8403	0
fr_8404	0
fr_8405	1
fr_8406	1
fr_8407	1
fr_8408	0
fr_8409	1
fr_8410	1
fr_8411	1
fr_8412	1
fr_8413	0
fr_8414	1
fr_8415	0
fr_8416	1
fr_8417	0
fr_8418	0
fr_8419	1
fr_8420	1
fr_8421	1
fr_8422	1
fr_8423	0
fr_8424	0
fr_8425	0
fr_8426	1
fr_8427	1
fr_8428	1
fr_8429	0
fr_8430	1
fr_8431	0
fr_8432	1
fr_8433	1
fr_8434	0
fr_8435	1
fr_8436	0
fr_8437	1
fr_8438	0
fr_8439	0
fr_8440	1
fr_8441	0
fr_8442	0
fr_8443	1
fr_8444	0
fr_8445	1
fr_8446	0
fr_8447	0
fr_8448	0
fr_8449	0
fr_8450	0
fr_8451	1
fr_8452	1
fr_8453	0
fr_8454	1
fr_8455	0
fr_8456	0
fr_8457	1
fr_8458	0
fr_8459	1
fr_8460	1
fr_8461	1
fr_8462	1
fr_8463	0
fr_8464	1
fr_8465	0
fr_8466	1
fr_8467	1
fr_8468	0
fr_8469	1
fr_8470	1
fr_8471	1
fr_8472	1
fr_8473	0
fr_8474	1
fr_8475	1
fr_8476	0
fr_8477	1
fr_8478	1
fr_8479	1
fr_8480	0
fr_8481	1
fr_8482	1
fr_8483	1
fr_8484	0
fr_8485	1
fr_8486	1
fr_8487	1
fr_8488	0
fr_8489	0
fr_8490	0
fr_8491	0
fr_8492	0
fr_8493	0
fr_8494	1
fr_8495	1
fr_8496	1
fr_8497	0
fr_8498	0
fr_8499	0
fr_8500	1
fr_8501	1
fr_8502	0
fr_8503	1
fr_8504	0
fr_8505	1
fr_8506	1
fr_8507	0
fr_8508	1
fr_8509	1
fr_8510	0
fr_8511	1
fr_8512	0
fr_8513	1
fr_8514	1
fr_8515	1
fr_8516	1
fr_8517	0
fr_8518	1
fr_8519	1
fr_8520	0
fr_8521	0
fr_8522	0
fr_8523	1
fr_8524	0
fr_8525	1
fr_8526	1
fr_8527	1
fr_8528	1
fr_8529	0
fr_8530	0
fr_8531	1
fr_8532	0
fr_8533	0
fr_8534	0
fr_8535	1
fr_8536	1
fr_8537	1
fr_8538	1
fr_8539	0
fr_8540	0
fr_8541	0
fr_8542	0
fr_8543	0
fr_8544	0
fr_8545	1
fr_8546	0
fr_8547	1
fr_8548	0
fr_8549	0
fr_8550	1
fr_8551	1
fr_8552	0
fr_8553	1
fr_8554	1
fr_8555	1
fr_8556	1
fr_8557	0
fr_8558	1
fr_8559	0
fr_8560	1
fr_8561	1
fr_8562	0
fr_8563	1
fr_8564	1
fr_8565	1
fr_8566	1
fr_8567	1
fr_8568	0
fr_8569	0
fr_8570	0
fr_8571	1
fr_8572	1
fr_8573	0
fr_8574	1
fr_8575	1
fr_8576	1
fr_8577	1
fr_8578	1
fr_8579	1
fr_8580	1
fr_8581	1
fr_8582	0
fr_8583	1
fr_8584	1
fr_8585	1
fr_8586	1
fr_8587	1
fr_8588	0
fr_8589	0
fr_8590	1
fr_8591	0
fr_8592	1
fr_8593	0
fr_8594	1
fr_8595	0
fr_8596	1
fr_8597	1
fr_8598	1
fr_8599	1
fr_8600	1
fr_8601	1
fr_8602	0
fr_8603	1
fr_8604	0
fr_8605	1
fr_8606	1
fr_8607	0
fr_8608	0
fr_8609	1
fr_8610	0
fr_8611	0
fr_8612	0
fr_8613	0
fr_8614	0
fr_8615	0
fr_8616	1
fr_8617	1
fr_8618	1
fr_8619	0
fr_8620	0
fr_8621	0
fr_8622	0
fr_8623	0
fr_8624	0
fr_8625	0
fr_8626	1
fr_8627	0
fr_8628	1
fr_8629	1
fr_8630	0
fr_8631	1
fr_8632	1
fr_8633	1
fr_8634	0
fr_8635	1
fr_8636	0
fr_8637	1
fr_8638	0
fr_8639	1
fr_8640	0
fr_8641	0
fr_8642	1
fr_8643	1
fr_8644	0
fr_8645	0
fr_8646	0
fr_8647	0
fr_8648	0
fr_8649	1
fr_8650	0
fr_8651	0
fr_8652	1
fr_8653	1
fr_8654	1
fr_8655	1
fr_8656	1
fr_8657	1
fr_8658	0
fr_8659	1
fr_8660	1
fr_8661	0
fr_8662	1
fr_8663	1
fr_8664	1
fr_8665	0
fr_8666	1
fr_8667	0
fr_8668	1
fr_8669	0
fr_8670	0
fr_8671	1
fr_8672	0
fr_8673	1
fr_8674	1
fr_8675	1
fr_8676	1
fr_8677	0
fr_8678	1
fr_8679	1
fr_8680	1
fr_8681	1
fr_8682	0
fr_8683	1
fr_8684	0
fr_8685	1
fr_8686	1
fr_8687	1
fr_8688	0
fr_8689	0
fr_8690	0
fr_8691	0
fr_8692	0
fr_8693	0
fr_8694	1
fr_8695	0
fr_8696	1
fr_8697	1
fr_8698	1
fr_8699	1
fr_8700	0
fr_8701	1
fr_8702	1
fr_8703	0
fr_8704	1
fr_8705	1
fr_8706	0
fr_8707	1
fr_8708	0
fr_8709	1
fr_8710	0
fr_8711	1
fr_8712	0
fr_8713	1
fr_8714	0
fr_8715	0
fr_8716	1
fr_8717	1
fr_8718	0
fr_8719	1
fr_8720	1
fr_8721	0
fr_8722	1
fr_8723	0
fr_8724	0
fr_8725	1
fr_8726	1
fr_8727	0
fr_8728	1
fr_8729	1
fr_8730	1
fr_8731	0
fr_8732	1
fr_8733	1
fr_8734	0
fr_8735	0
fr_8736	1
fr_8737	0
fr_8738	1
fr_8739	1
fr_8740	0
fr_8741	1
fr_8742	1
fr_8743	0
fr_8744	1
fr_8745	1
fr_8746	1
fr_8747	1
fr_8748	0
fr_8749	0
fr_8750	1
fr_8751	1
fr_8752	0
fr_8753	1
fr_8754	1
fr_8755	0
fr_8756	1
fr_8757	1
fr_8758	0
fr_8759	1
fr_8760	0
fr_8761	1
fr_8762	1
fr_8763	0
fr_8764	1
fr_8765	0
fr_8766	1
fr_8767	1
fr_8768	0
fr_8769	0
fr_8770	1
fr_8771	1
fr_8772	1
fr_8773	1
fr_8774	0
fr_8775	0
fr_8776	0
fr_8777	0
fr_8778	1
fr_8779	1
fr_8780	1
fr_8781	1
fr_8782	0
fr_8783	0
fr_8784	1
fr_8785	0
fr_8786	0
fr_8787	0
fr_8788	1
fr_8789	1
fr_8790	1
fr_8791	0
fr_8792	0
fr_8793	1
fr_8794	1
fr_8795	0
fr_8796	1
fr_8797	1
fr_8798	1
fr_8799	0
fr_8800	1
fr_8801	0
fr_8802	0
fr_8803	1
fr_8804	0
fr_8805	0
fr_8806	1
fr_8807	0
fr_8808	0
fr_8809	1
fr_8810	1
fr_8811	0
fr_8812	0
fr_8813	0
fr_8814	0
fr_8815	0
fr_8816	0
fr_8817	1
fr_8818	0
fr_8819	1
fr_8820	0
fr_8821	1
fr_8822	1
fr_8823	0
fr_8824	1
fr_8825	0
fr_8826	0
fr_8827	1
fr_8828	0
fr_8829	1
fr_8830	1
fr_8831	0
fr_8832	1
fr_8833	1
fr_8834	1
fr_8835	0
fr_8836	0
fr_8837	0
fr_8838	0
fr_8839	0
fr_8840	0
fr_8841	1
fr_8842	0
fr_8843	1
fr_8844	1
fr_8845	0
fr_8846	1
fr_8847	0
fr_8848	0
fr_8849	0
fr_8850	1
fr_8851	1
fr_8852	0
fr_8853	1
fr_8854	1
fr_8855	0
fr_8856	0
fr_8857	0
fr_8858	0
fr_8859	1
fr_8860	1
fr_8861	1
fr_8862	0
fr_8863	1
fr_8864	1
fr_8865	0
fr_8866	0
fr_8867	0
fr_8868	1
fr_8869	0
fr_8870	1
fr_8871	1
fr_8872	1
fr_8873	1
fr_8874	1
fr_8875	1
fr_8876	1
fr_8877	1
fr_8878	0
fr_8879	1
fr_8880	1
fr_8881	1
fr_8882	0
fr_8883	0
fr_8884	0
fr_8885	0
fr_8886	0
fr_8887	0
fr_8888	1
fr_8889	1
fr_8890	0
fr_8891	0
fr_8892	1
fr_8893	0
fr_8894	0
fr_8895	0
fr_8896	0
fr_8897	1
fr_8898	1
fr_8899	1
fr_8900	1
fr_8901	0
fr_8902	0
fr_8903	0
fr_8904	0
fr_8905	1
fr_8906	0
fr_8907	0
fr_8908	1
fr_8909	0
fr_8910	1
fr_8911	1
fr_8912	1
fr_8913	0
fr_8914	1
fr_8915	1
fr_8916	0
fr_8917	0
fr_8918	0
fr_8919	1
fr_8920	0
fr_8921	1
fr_8922	0
fr_8923	1
fr_8924	1
fr_8925	1
fr_8926	1
fr_8927	0
fr_8928	1
fr_8929	1
fr_8930	0
fr_8931	0
fr_8932	0
fr_8933	0
fr_8934	0
fr_8935	1
fr_8936	1
fr_8937	0
fr_8938	1
fr_8939	1
fr_8940	0
fr_8941	1
fr_8942	0
fr_8943	0
fr_8944	1
fr_8945	0
fr_8946	0
fr_8947	1
fr_8948	0
fr_8949	0
fr_8950	0
fr_8951	1
fr_8952	1
fr_8953	0
fr_8954	0
fr_8955	1
fr_8956	0
fr_8957	0
fr_8958	0
fr_8959	0
fr_8960	1
fr_8961	1
fr_8962	0
fr_8963	1
fr_8964	1
fr_8965	0
fr_8966	0
fr_8967	0
fr_8968	1
fr_8969	1
fr_8970	0
fr_8971	0
fr_8972	0
fr_8973	1
fr_8974	1
fr_8975	1
fr_8976	0
fr_8977	0
fr_8978	0
fr_8979	0
fr_8980	0
fr_8981	0
fr_8982	0
fr_8983	0
fr_8984	0
fr_8985	0
fr_8986	1
fr_8987	0
fr_8988	1
fr_8989	0
fr_8990	1
fr_8991	1
fr_8992	1
fr_8993	1
fr_8994	0
fr_8995	1
fr_8996	0
fr_8997	1
fr_8998	1
fr_8999	0
fr_9000	1
fr_9001	1
fr_9002	1
fr_9003	1
fr_9004	1
fr_9005	0
fr_9006	0
fr_9007	0
fr_9008	1
fr_9009	0
fr_9010	1
fr_9011	1
fr_9012	1
fr_9013	0
fr_9014	1
fr_9015	0
fr_9016	0
fr_9017	1
fr_9018	1
fr_9019	0
fr_9020	0
fr_9021	0
fr_9022	0
fr_9023	0
fr_9024	1
fr_9025	0
fr_9026	1
fr_9027	1
fr_9028	1
fr_9029	1
fr_9030	0
fr_9031	1
fr_9032	0
fr_9033	0
fr_9034	0
fr_9035	0
fr_9036	1
fr_9037	0
fr_9038	1
fr_9039	1
fr_9040	0
fr_9041	0
fr_9042	0
fr_9043	1
fr_9044	1
fr_9045	0
fr_9046	1
fr_9047	1
fr_9048	1
fr_9049	1
fr_9050	0
fr_9051	0
fr_9052	1
fr_9053	0
fr_9054	0
fr_9055	0
fr_9056	0
fr_9057	0
fr_9058	0
fr_9059	1
fr_9060	0
fr_9061	1
fr_9062	0
fr_9063	1
fr_9064	0
fr_9065	0
fr_9066	1
fr_9067	0
fr_9068	1
fr_9069	0
fr_9070	1
fr_9071	0
fr_9072	0
fr_9073	1
fr_9074	0
fr_9075	1
fr_9076	0
fr_9077	1
fr_9078	1
fr_9079	0
fr_9080	1
fr_9081	1
fr_9082	0
fr_9083	0
fr_9084	0
fr_9085	0
fr_9086	1
fr_9087	1
fr_9088	0
fr_9089	0
fr_9090	1
fr_9091	0
fr_9092	0
fr_9093	1
fr_9094	0
fr_9095	1
fr_9096	0
fr_9097	0
fr_9098	0
fr_9099	0
fr_9100	1
fr_9101	1
fr_9102	1
fr_9103	1
fr_9104	1
fr_9105	0
fr_9106	0
fr_9107	1
fr_9108	1
fr_9109	1
fr_9110	0
fr_9111	0
fr_9112	1
fr_9113	1
fr_9114	1
fr_9115	1
fr_9116	0
fr_9117	0
fr_9118	0
fr_9119	0
fr_9120	1
fr_9121	1
fr_9122	0
fr_9123	0
fr_9124	1
fr_9125	1
fr_9126	1
fr_9127	1
fr_9128	0
fr_9129	1
fr_9130	1
fr_9131	1
fr_9132	0
fr_9133	0
fr_9134	0
fr_9135	1
fr_9136	0
fr_9137	0
fr_9138	1
fr_9139	0
fr_9140	0
fr_9141	0
fr_9142	0
fr_9143	1
fr_9144	1
fr_9145	1
fr_9146	0
fr_9147	1
fr_9148	1
fr_9149	1
fr_9150	1
fr_9151	0
fr_9152	0
fr_9153	0
fr_9154	1
fr_9155	1
fr_9156	1
fr_9157	1
fr_9158	1
fr_9159	0
fr_9160	0
fr_9161	0
fr_9162	0
fr_9163	0
fr_9164	1
fr_9165	1
fr_9166	0
fr_9167	0
fr_9168	0
fr_9169	0
fr_9170	0
fr_9171	0
fr_9172	0
fr_9173	1
fr_9174	1
fr_9175	1
fr_9176	0
fr_9177	1
fr_9178	1
fr_9179	0
fr_9180	1
fr_9181	1
fr_9182	1
fr_9183	0
fr_9184	0
fr_9185	1
fr_9186	1
fr_9187	0
fr_9188	1
fr_9189	1
fr_9190	1
fr_9191	0
fr_9192	0
fr_9193	1
fr_9194	0
fr_9195	0
fr_9196	0
fr_9197	0
fr_9198	1
fr_9199	0
fr_9200	0
fr_9201	1
fr_9202	0
fr_9203	0
fr_9204	1
fr_9205	1
fr_9206	0
fr_9207	1
fr_9208	1
fr_9209	0
fr_9210	0
fr_9211	1
fr_9212	0
fr_9213	0
fr_9214	0
fr_9215	0
fr_9216	1
fr_9217	0
fr_9218	0
fr_9219	1
fr_9220	1
fr_9221	1
fr_9222	0
fr_9223	0
fr_9224	1
fr_9225	0
fr_9226	1
fr_9227	1
fr_9228	1
fr_9229	0
fr_9230	0
fr_9231	1
fr_9232	0
fr_9233	1
fr_9234	1
fr_9235	0
fr_9236	1
fr_9237	0
fr_9238	1
fr_9239	0
fr_9240	1
fr_9241	0
fr_9242	0
fr_9243	1
fr_9244	1
fr_9245	1
fr_9246	1
fr_9247	0
fr_9248	1
fr_9249	0
fr_9250	0
fr_9251	1
fr_9252	1
fr_9253	1
fr_9254	0
fr_9255	1
fr_9256	1
fr_9257	1
fr_9258	0
fr_9259	1
fr_9260	0
fr_9261	1
fr_9262	1
fr_9263	0
fr_9264	1
fr_9265	0
fr_9266	0
fr_9267	1
fr_9268	1
fr_9269	0
fr_9270	1
fr_9271	0
fr_9272	1
fr_9273	1
fr_9274	1
fr_9275	0
fr_9276	1
fr_9277	1
fr_9278	0
fr_9279	1
fr_9280	1
fr_9281	1
fr_9282	0
fr_9283	1
fr_9284	1
fr_9285	0
fr_9286	0
fr_9287	1
fr_9288	1
fr_9289	1
fr_9290	1
fr_9291	1
fr_9292	1
fr_9293	1
fr_9294	1
fr_9295	1
fr_9296	1
fr_9297	0
fr_9298	1
fr_9299	1
fr_9300	0
fr_9301	1
fr_9302	1
fr_9303	0
fr_9304	0
fr_9305	0
fr_9306	1
fr_9307	1
fr_9308	1
fr_9309	0
fr_9310	1
fr_9311	0
fr_9312	0
fr_9313	1
fr_9314	0
fr_9315	0
fr_9316	0
fr_9317	1
fr_9318	1
fr_9319	1
fr_9320	1
fr_9321	0
fr_9322	1
fr_9323	0
fr_9324	0
fr_9325	0
fr_9326	1
fr_9327	0
fr_9328	0
fr_9329	1
fr_9330	0
fr_9331	1
fr_9332	0
fr_9333	0
fr_9334	1
fr_9335	0
fr_9336	0
fr_9337	0
fr_9338	1
fr_9339	0
fr_9340	0
fr_9341	1
fr_9342	0
fr_9343	1
fr_9344	1
fr_9345	1
fr_9346	1
fr_9347	1
fr_9348	0
fr_9349	0
fr_9350	1
fr_9351	0
fr_9352	0
fr_9353	0
fr_9354	0
fr_9355	1
fr_9356	0
fr_9357	0
fr_9358	0
fr_9359	1
fr_9360	1
fr_9361	1
fr_9362	1
fr_9363	0
fr_9364	0
fr_9365	0
fr_9366	1
fr_9367	0
fr_9368	0
fr_9369	0
fr_9370	0
fr_9371	0
fr_9372	1
fr_9373	1
fr_9374	0
fr_9375	1
fr_9376	1
fr_9377	0
fr_9378	1
fr_9379	0
fr_9380	1
fr_9381	0
fr_9382	0
fr_9383	1
fr_9384	0
fr_9385	1
fr_9386	1
fr_9387	0
fr_9388	1
fr_9389	1
fr_9390	0
fr_9391	1
fr_9392	1
fr_9393	0
fr_9394	1
fr_9395	0
fr_9396	0
fr_9397	1
fr_9398	0
fr_9399	0
fr_9400	0
fr_9401	1
fr_9402	1
fr_9403	1
fr_9404	0
fr_9405	1
fr_9406	0
fr_9407	0
fr_9408	0
fr_9409	1
fr_9410	1
fr_9411	1
fr_9412	1
fr_9413	0
fr_9414	0
fr_9415	0
fr_9416	0
fr_9417	0
fr_9418	0
fr_9419	0
fr_9420	1
fr_9421	0
fr_9422	1
fr_9423	1
fr_9424	0
fr_9425	0
fr_9426	1
fr_9427	0
fr_9428	1
fr_9429	1
fr_9430	0
fr_9431	0
fr_9432	1
fr_9433	0
fr_9434	0
fr_9435	1
fr_9436	0
fr_9437	0
fr_9438	0
fr_9439	1
fr_9440	0
fr_9441	0
fr_9442	1
fr_9443	1
fr_9444	0
fr_9445	0
fr_9446	0
fr_9447	1
fr_9448	0
fr_9449	0
fr_9450	0
fr_9451	0
fr_9452	1
fr_9453	1
fr_9454	1
fr_9455	1
fr_9456	0
fr_9457	0
fr_9458	0
fr_9459	1
fr_9460	1
fr_9461	1
fr_9462	0
fr_9463	1
fr_9464	0
fr_9465	1
fr_9466	0
fr_9467	0
fr_9468	1
fr_9469	1
fr_9470	1
fr_9471	1
fr_9472	1
fr_9473	1
fr_9474	0
fr_9475	1
fr_9476	1
fr_9477	0
fr_9478	0
fr_9479	0
fr_9480	1
fr_9481	1
fr_9482	0
fr_9483	0
fr_9484	0
fr_9485	0
fr_9486	1
fr_9487	1
fr_9488	0
fr_9489	0
fr_9490	0
fr_9491	1
fr_9492	1
fr_9493	0
fr_9494	0
fr_9495	0
fr_9496	0
fr_9497	1
fr_9498	1
fr_9499	1
fr_9500	0
fr_9501	0
fr_9502	1
fr_9503	1
fr_9504	1
fr_9505	1
fr_9506	0
fr_9507	0
fr_9508	1
fr_9509	0
