ID	Score
fr_660	5.73
fr_661	5.39
fr_662	5.86
fr_663	5.96
fr_664	5.81
fr_665	5.76
fr_666	1.18
fr_667	6.36
fr_668	1.29
fr_669	5.76
fr_670	5.68
fr_671	5.53
fr_672	5.68
fr_673	4.46
fr_674	5.39
fr_675	5.78
fr_676	5.42
fr_677	5.71
fr_678	5.7
fr_679	5.85
fr_680	6.12
fr_681	5.83
fr_682	5.86
fr_683	5.27
fr_684	5.89
fr_685	5.9
fr_686	5.58
fr_687	5.56
fr_688	5.84
fr_689	5.28
fr_690	6.38
fr_691	6.01
fr_692	5.87
fr_693	5.32
fr_694	1.24
fr_695	5.44
fr_696	6.12
fr_697	5.68
fr_698	5.3
fr_699	5.68
fr_700	2.12
fr_701	4.62
fr_702	6.37
fr_703	5.28
fr_704	5.42
fr_705	6
fr_706	6.38
fr_707	5.67
fr_708	5.72
fr_709	5.36
fr_710	5.68
fr_711	5.74
fr_712	5.71
fr_713	4.16
fr_714	6.16
fr_715	1.25
fr_716	5.53
fr_717	6.19
fr_718	6.26
fr_719	5.7
fr_720	5.36
fr_721	6.36
fr_722	1.23
fr_723	4.94
fr_724	1.43
fr_725	5.88
fr_726	5.8
fr_727	4.35
fr_728	5.85
fr_729	5.82
fr_730	6.29
fr_731	5.76
fr_732	1.19
fr_733	3.62
fr_734	5.77
fr_735	5.75
fr_736	5.59
fr_737	5.4
fr_738	5.88
fr_739	5.37
fr_740	5.78
fr_741	1.21
fr_742	6.12
fr_743	5.15
fr_744	5.54
fr_745	5.72
fr_746	5.74
fr_747	5.73
fr_748	5.08
fr_749	5.64
fr_750	6.33
fr_751	5.45
fr_752	5.84
fr_753	5.77
fr_754	5.34
fr_755	6.31
fr_756	5.88
fr_757	5.91
fr_758	5.33
fr_759	5.84
fr_760	5.64
fr_761	5.72
fr_762	6.16
fr_763	5.44
fr_764	6
fr_765	5.55
fr_766	5.57
fr_767	5.5
fr_768	5.72
fr_769	5.62
fr_770	5.65
fr_771	5.5
fr_772	5.51
fr_773	6.01
fr_774	5.64
fr_775	5.86
fr_776	5.47
fr_777	5.44
fr_778	5.75
fr_779	1.72
fr_780	6.24
fr_781	5.96
fr_782	6.02
fr_783	5.38
fr_784	3.63
fr_785	6.06
fr_786	5.7
fr_787	5.9
fr_788	5.96
fr_789	5.78
fr_790	6.03
fr_791	5.76
fr_792	1.42
fr_793	5.23
fr_794	5.73
fr_795	5.8
fr_796	5.28
fr_797	1.33
fr_798	5.57
fr_799	5.32
fr_800	5.7
fr_801	1.38
fr_802	5.53
fr_803	5.98
fr_804	5.63
fr_805	5.46
fr_806	5.39
fr_807	5.52
fr_808	5.58
fr_809	5.6
fr_810	1.33
fr_811	5.85
fr_812	5.47
fr_813	6
fr_814	6.04
fr_815	5.62
fr_816	6.31
fr_817	5.68
fr_818	5.8
fr_819	5.7
fr_820	6.33
fr_821	1.41
fr_822	5.82
fr_823	5.57
fr_824	5.72
fr_825	5.7
fr_826	1.23
fr_827	1.25
fr_828	1.26
fr_829	6.38
fr_830	5.7
fr_831	1.36
fr_832	5.26
fr_833	5.68
fr_834	5.56
fr_835	4.66
fr_836	5.84
fr_837	5.46
fr_838	1.42
fr_839	5.66
fr_840	5.83
fr_841	5.68
fr_842	5.63
fr_843	5.93
fr_844	1.24
fr_845	6.3
fr_846	5.67
fr_847	6.04
fr_848	6.04
fr_849	5.86
fr_850	5.53
fr_851	5.33
fr_852	5.96
fr_853	6.23
fr_854	5.7
fr_855	5.82
fr_856	5.94
fr_857	5.88
fr_858	5.38
fr_859	5.94
fr_860	5.92
fr_861	5.34
fr_862	5.58
fr_863	5.52
fr_864	4.88
fr_865	5.64
fr_866	5.34
fr_867	5.64
fr_868	4.99
fr_869	5.52
fr_870	5.46
fr_871	5.12
fr_872	5.45
fr_873	1.27
fr_874	4.92
fr_875	5.65
fr_876	5.18
fr_877	5.8
fr_878	5.48
fr_879	5.34
fr_880	5.64
fr_881	5.75
fr_882	5.76
fr_883	5.66
fr_884	5.44
fr_885	5.3
fr_886	5.78
fr_887	6.02
fr_888	6.18
fr_889	5.36
fr_890	5.73
fr_891	5.35
fr_892	5.77
fr_893	2.04
fr_894	5.32
fr_895	5.61
fr_896	6.01
fr_897	5.86
fr_898	5.77
fr_899	5.19
fr_900	5.67
fr_901	1.21
fr_902	5.75
fr_903	1.14
fr_904	4.79
fr_905	5.39
fr_906	6.35
fr_907	5.84
fr_908	4.87
fr_909	5.5
fr_910	6.06
fr_911	5.8
fr_912	6.33
fr_913	5.94
fr_914	6.04
fr_915	4.15
fr_916	5.59
fr_917	5.58
fr_918	5.65
fr_919	1.33
fr_920	5.04
fr_921	5.76
fr_922	5.76
fr_923	1.21
fr_924	5.78
fr_925	1.41
fr_926	5.83
fr_927	5.6
fr_928	5.43
fr_929	1.64
fr_930	5.7
fr_931	5.7
fr_932	5.89
fr_933	5.67
fr_934	3.09
fr_935	4.33
fr_936	5.46
fr_937	6.18
fr_938	6.28
fr_939	6.2
fr_940	5.7
fr_941	5.77
fr_942	3.74
fr_943	6.29
fr_944	5.78
fr_945	5.43
fr_946	5.41
fr_947	5.61
fr_948	5.81
fr_949	5.5
fr_950	6.38
fr_951	4.79
fr_952	5.69
fr_953	5.7
fr_954	5.55
fr_955	5.88
fr_956	1.25
fr_957	5.12
fr_958	5.61
fr_959	5.96
fr_960	1.19
fr_961	5.83
fr_962	5.42
fr_963	4.05
fr_964	5.34
fr_965	5.64
fr_966	5.7
fr_967	5.25
fr_968	5.67
fr_969	5.36
fr_970	5.36
fr_971	5.65
fr_972	5.88
fr_973	5.47
fr_974	6.31
fr_975	5.43
fr_976	5.98
fr_977	6
fr_978	3.29
fr_979	5.61
fr_980	5.72
fr_981	5.16
fr_982	1.18
fr_983	5.33
fr_984	6.09
fr_985	5.77
fr_986	5.84
fr_987	1.42
fr_988	5.38
fr_989	5.96
fr_990	5.68
fr_991	1.19
fr_992	6.04
fr_993	5.74
fr_994	5.4
fr_995	5.76
fr_996	5.93
fr_997	5.54
fr_998	5.72
fr_999	5.83
fr_1000	5.52
fr_1001	5.47
fr_1002	5.94
fr_1003	5.81
fr_1004	5.72
fr_1005	6.11
fr_1006	5.76
fr_1007	6.08
fr_1008	5.36
it_0	4.5
it_1	4.53
it_2	4.22
it_3	5.14
it_4	4.61
it_5	3.63
it_6	3.46
it_7	4.57
it_8	4.56
it_9	1.83
it_10	4.64
it_11	4.23
it_12	3.61
it_13	3.23
it_14	4.72
it_15	1.81
it_16	4.61
it_17	4.14
it_18	4.8
it_19	4.24
it_20	3.7
it_21	4.78
it_22	4.24
it_23	4.6
it_24	4.03
it_25	3.89
it_26	4.48
it_27	4.8
it_28	3.81
it_29	4.64
it_30	3.96
it_31	5.02
it_32	4.26
it_33	1.95
it_34	3.8
it_35	4.43
it_36	4.54
it_37	3.78
it_38	3.82
it_39	4.14
it_40	1.92
it_41	4.7
it_42	1.34
it_43	4.54
it_44	1.42
it_45	4.7
it_46	3.64
it_47	3.09
it_48	4.61
it_49	4.13
it_50	5.1
it_51	4.29
it_52	3.8
it_53	4.71
it_54	4.62
it_55	4.3
it_56	4.51
it_57	4.98
it_58	4.14
it_59	4.46
it_60	3.67
it_61	4.28
it_62	4.02
it_63	4.18
it_64	4.5
it_65	3.64
it_66	3.72
it_67	4.36
it_68	3.93
it_69	4.65
it_70	3.96
it_71	4.19
it_72	3.75
it_73	2.9
it_74	4.42
it_75	4.46
it_76	4.3
it_77	4.02
it_78	4.72
it_79	4.03
it_80	4.74
it_81	3.7
it_82	3.97
it_83	3.54
it_84	4.19
it_85	4.91
it_86	4.28
it_87	3.66
it_88	4.44
it_89	5
it_90	3.34
it_91	4.94
it_92	4.1
it_93	3.52
it_94	1.66
it_95	4.39
it_96	3.18
it_97	4.68
it_98	4.47
it_99	4.32
it_100	4.16
it_101	3.86
it_102	3.84
it_103	4.4
it_104	4.8
it_105	4.19
it_106	3.11
it_107	4.66
it_108	3.92
it_109	3.68
it_110	4.54
it_111	4.06
it_112	4.58
it_113	1.3
it_114	4.06
it_115	3.61
it_116	4.04
it_117	4.19
it_118	4.65
it_119	3.8
it_120	4.38
it_121	4.18
it_122	4.03
it_123	4.57
it_124	4.92
it_125	4.15
it_126	4.49
it_127	4.74
it_128	5.06
it_129	4.56
it_130	4.58
it_131	4.06
it_132	4.92
it_133	4.34
it_134	4.78
it_135	1.46
it_136	4.58
it_137	4.61
it_138	3.84
it_139	3.78
it_140	5.02
it_141	3.65
it_142	4.05
it_143	3.77
it_144	1.62
it_145	4.01
it_146	4.26
it_147	3.58
it_148	1.79
it_149	1.27
it_150	4.04
it_151	4.01
it_152	4.45
it_153	4.88
it_154	1.65
it_155	5.1
it_156	4.11
it_157	4.19
it_158	3.82
it_159	3.9
it_160	3.66
it_161	5
it_162	5.08
it_163	1.75
it_164	4.48
it_165	4.42
it_166	1.58
it_167	4.72
it_168	4.06
it_169	3.66
it_170	4.7
it_171	4.38
it_172	1.27
it_173	4.49
it_174	4.16
it_175	4.08
it_176	1.29
it_177	4.8
it_178	3.15
it_179	4.21
it_180	4.39
it_181	4.62
it_182	4.57
it_183	4.84
it_184	1.46
it_185	4
it_186	4.06
it_187	2.95
it_188	4.48
it_189	4.8
it_190	4.03
it_191	4.01
it_192	3.73
it_193	4.57
it_194	3.05
it_195	4.28
it_196	3.41
it_197	4.74
it_198	3.48
it_199	4.3
it_200	4.78
it_201	4.39
it_202	4.76
it_203	4.58
it_204	1.66
it_205	3.91
it_206	4.44
it_207	4.34
it_208	4.64
it_209	4.47
it_210	4.04
it_211	4.72
it_212	4.2
it_213	4.2
it_214	4.39
it_215	4.18
it_216	4.75
it_217	5.12
it_218	4.36
it_219	3.44
it_220	3.62
it_221	5.38
it_222	4.78
it_223	4.3
it_224	4.15
it_225	4.26
it_226	3.98
it_227	4.25
it_228	4.45
it_229	4.57
it_230	4.72
it_231	3.46
it_232	4.2
it_233	2.08
it_234	4.23
it_235	4.2
it_236	1.78
it_237	4.81
it_238	1.89
it_239	2.23
it_240	4.86
it_241	1.69
it_242	4.22
it_243	1.61
it_244	4.15
it_245	4.22
it_246	3.93
it_247	5.24
it_248	1.63
it_249	4.9
it_250	4.2
it_251	4.18
it_252	4.82
it_253	4.08
it_254	4.6
it_255	3.51
it_256	3.85
it_257	3.71
it_258	3.92
it_259	3.73
it_260	1.47
it_261	3.51
it_262	4.23
it_263	4.8
it_264	3.99
it_265	4.24
it_266	4.69
it_267	4.82
it_268	3.78
it_269	4.28
it_270	4.83
it_271	3.98
it_272	1.94
it_273	4.81
it_274	4.31
it_275	3.84
it_276	4.9
it_277	4.18
it_278	4.42
it_279	1.64
it_280	3.58
it_281	5.06
it_282	4.94
it_283	4.67
it_284	3.07
it_285	1.5
it_286	4.36
it_287	4.11
it_288	4.23
it_289	3.8
it_290	4.34
it_291	5.04
it_292	4.81
it_293	4.04
it_294	4.88
it_295	3.7
it_296	3.26
it_297	4.7
it_298	4.53
it_299	5
it_300	4.07
it_301	4.35
it_302	4.6
it_303	4.35
it_304	4.16
it_305	4.14
it_306	4.3
it_307	3.46
it_308	4.52
it_309	4.72
it_310	3.8
it_311	4.2
it_312	4.33
it_313	4.29
it_314	4.33
it_315	4.12
it_316	4.54
it_317	3.71
it_318	4.32
it_319	4.17
it_320	4.36
it_321	3.09
it_322	5.24
it_323	3.38
it_324	3.8
it_325	3.83
it_326	4.44
it_327	4.26
it_328	4.48
it_329	4.19
it_330	3.9
it_331	4.69
it_332	5.09
it_333	3.96
it_334	4.56
it_335	1.79
it_336	4.06
it_337	4.36
it_338	3.52
it_339	4.77
it_340	4.7
it_341	4.15
it_342	3.8
it_343	1.69
it_344	4.28
it_345	3.91
it_346	5.1
it_347	4.76
it_348	4.75
it_349	5.07
it_350	4.44
it_351	4.5
it_352	3.45
it_353	4.96
it_354	5.03
it_355	4.19
it_356	4.6
it_357	3.43
it_358	4.74
it_359	4.52
it_360	4.11
it_361	4.33
it_362	3.7
it_363	4.2
it_364	3.37
it_365	3.38
it_366	4.98
it_367	4.34
it_368	4.12
it_369	4.16
it_370	5.28
it_371	5.15
it_372	4.98
it_373	4.44
it_374	3.88
it_375	2.7
it_376	4.19
it_377	3.52
it_378	4.49
it_379	3.5
it_380	4.96
it_381	4.55
it_382	1.41
it_383	2.76
it_384	3.59
it_385	5
it_386	4.62
it_387	4.64
it_388	4.44
it_389	4.32
it_390	4.14
it_391	3.34
it_392	4.92
it_393	1.68
it_394	3.57
it_395	4.35
it_396	4.11
it_397	1.98
it_398	4.6
it_399	4.21
it_400	4.98
it_401	4.88
it_402	3.8
it_403	3.7
it_404	4.68
it_405	3.91
it_406	4.38
it_407	1.38
it_408	2.88
it_409	3.96
it_410	4.54
it_411	4.76
it_412	4.38
it_413	3.21
it_414	3.88
it_415	4.27
it_416	4.22
it_417	5.38
it_418	4.22
it_419	3.67
it_420	4.12
it_421	3.37
it_422	4.04
it_423	4.43
it_424	4.82
it_425	3.88
it_426	4.52
it_427	4.12
it_428	4.53
it_429	3.36
it_430	3.74
it_431	4.79
it_432	4.35
it_433	1.1
it_434	3.97
it_435	4.89
it_436	4.46
it_437	1.35
it_438	4.12
it_439	1.61
it_440	4
it_441	3.88
it_442	4.68
it_443	3.72
it_444	4.2
it_445	3.99
it_446	3.69
it_447	4.13
it_448	1.59
it_449	3.44
it_450	4.14
it_451	4.87
it_452	3.86
it_453	2.04
it_454	1.56
it_455	5.21
it_456	3.92
it_457	4.39
it_458	4.23
it_459	3.78
it_460	3.8
it_461	3.83
it_462	4.33
it_463	4.51
it_464	1.73
it_465	4.24
it_466	1.55
it_467	4.7
it_468	4.26
it_469	5.28
it_470	4.23
it_471	4.11
it_472	3.37
it_473	5.1
it_474	4.37
it_475	4.42
it_476	4.51
it_477	5.04
it_478	4.98
it_479	4.75
it_480	4.72
it_481	4.1
it_482	4.06
it_483	4.39
it_484	3.82
it_485	3.99
it_486	4.63
it_487	2.3
it_488	4.21
it_489	4.7
it_490	4.65
it_491	4.27
it_492	3.76
it_493	5.16
it_494	4
it_495	3.9
it_496	4.95
it_497	2.04
it_498	4.23
it_499	4.43
it_500	4.16
it_501	4.15
it_502	4.36
it_503	4.64
it_504	3.34
it_505	4.57
it_506	4.69
it_507	4.96
it_508	4.04
it_509	5.03
it_510	4.38
it_511	3.62
it_512	4.61
it_513	4.02
it_514	3.62
it_515	4.52
it_516	1.7
it_517	4.3
it_518	4.06
it_519	3.43
it_520	4.61
it_521	3.8
it_522	4.8
it_523	4.66
it_524	4.43
it_525	4.39
it_526	4.54
it_527	5.2
it_528	4.06
it_529	4.5
it_530	4.06
it_531	4.94
it_532	5.16
it_533	4.48
it_534	1.87
it_535	4.65
it_536	4.43
it_537	5.03
it_538	4.64
it_539	4.58
it_540	4.06
it_541	3.8
it_542	3.36
it_543	1.77
it_544	2.02
it_545	4.17
it_546	4.1
it_547	3.66
it_548	4.37
it_549	4.73
it_550	5.12
it_551	3.95
it_552	4.03
it_553	4.04
it_554	4.25
it_555	4.11
it_556	4.26
it_557	1.79
it_558	4.16
it_559	4.61
it_560	3.04
it_561	4.62
it_562	4.1
it_563	4.23
it_564	4.92
it_565	4.36
it_566	4.07
it_567	3.85
it_568	4.65
it_569	4.7
it_570	2.12
it_571	3.7
it_572	2.6
it_573	3.73
it_574	4.1
it_575	4.24
it_576	1.29
it_577	1.33
it_578	4.46
it_579	3.82
it_580	2.96
it_581	2.9
it_582	3.95
it_583	5.2
it_584	4.53
it_585	4.6
it_586	4.54
it_587	5
it_588	4.03
it_589	3.62
it_590	4.44
it_591	4.56
it_592	4.6
it_593	4
it_594	4.85
it_595	5.04
it_596	4.7
it_597	4.57
it_598	4.1
it_599	4.6
it_600	3.73
it_601	4.89
it_602	3.53
it_603	4.76
it_604	4.25
it_605	4.23
it_606	4.62
it_607	3.84
it_608	4.72
it_609	5.02
it_610	4.18
it_611	4.21
it_612	3.91
it_613	3.38
it_614	4.5
it_615	5.01
it_616	5.03
it_617	4.35
it_618	4.86
it_619	5
it_620	2.74
it_621	3.81
it_622	4.92
it_623	4.46
it_624	4.58
it_625	4.74
it_626	3.78
it_627	4.84
it_628	4.94
it_629	3.48
it_630	5.12
it_631	4.47
it_632	1.36
it_633	3.74
it_634	3.94
it_635	2.09
it_636	3.91
it_637	5.2
it_638	4.52
it_639	3.77
it_640	3.43
it_641	4.02
it_642	4.3
it_643	4.91
it_644	2.98
it_645	5.23
it_646	1.87
it_647	4.86
it_648	4.62
it_649	3.93
it_650	3.29
it_651	4
it_652	3.54
it_653	4.37
it_654	4.76
it_655	3.82
it_656	4.14
it_657	4.43
it_658	5
it_659	1.56
it_660	5.16
it_661	4.7
it_662	4.24
it_663	4.68
it_664	3.69
it_665	1.47
it_666	4.72
it_667	4.51
it_668	4
it_669	4.77
it_670	3.8
it_671	5.02
it_672	4.54
it_673	4.72
it_674	4.78
it_675	4.91
it_676	5.1
it_677	3.96
it_678	4.78
it_679	3.52
it_680	3.91
it_681	4.28
it_682	4.04
it_683	4.39
it_684	3.06
it_685	4.3
it_686	4.64
it_687	3.88
it_688	3.76
it_689	5.23
it_690	3.64
it_691	5.14
it_692	4.89
it_693	4.99
it_694	3.62
it_695	4.36
it_696	4.54
it_697	4.8
it_698	4.66
it_699	4.28
it_700	3.92
it_701	2.04
it_702	5.02
it_703	4.69
it_704	4.77
it_705	4.93
it_706	3.54
it_707	3.54
it_708	4.2
it_709	3.74
it_710	3.85
it_711	3.48
it_712	4.46
it_713	4.47
it_714	4.12
it_715	4.22
it_716	4.26
it_717	4.36
it_718	5.16
it_719	4.88
it_720	4.87
it_721	1.54
it_722	4.52
it_723	3.76
it_724	4.16
it_725	4.8
it_726	4.63
it_727	4.04
it_728	4.13
it_729	4.82
it_730	4.56
it_731	4.32
it_732	3.38
it_733	4.52
it_734	3.29
it_735	4.08
it_736	4.58
it_737	4.69
it_738	4.8
it_739	4.44
it_740	4.71
it_741	4.73
it_742	4.62
it_743	3.86
it_744	5.06
it_745	4.14
it_746	3.58
it_747	1.82
it_748	4.07
it_749	3.73
it_750	4.55
it_751	1.63
it_752	4.27
it_753	3.61
it_754	4
it_755	4.05
it_756	4.46
it_757	3.64
it_758	1.41
it_759	3.53
it_760	3.38
it_761	3.63
it_762	5.12
it_763	1.25
it_764	4.82
it_765	1.44
it_766	4.54
it_767	3.96
it_768	4.38
it_769	3.7
it_770	3.75
it_771	4.82
it_772	4.44
it_773	4.28
it_774	3.41
it_775	3.87
it_776	3.28
it_777	3.79
it_778	3.81
it_779	3.79
it_780	4.09
it_781	4.16
it_782	4.83
it_783	1.96
it_784	2.05
it_785	4.06
it_786	2.06
it_787	4.34
it_788	5.06
it_789	5.03
it_790	4.15
it_791	4.47
it_792	4.12
it_793	3.72
it_794	2.76
it_795	3.87
it_796	4.84
it_797	3.33
it_798	4.32
it_799	4.72
it_800	4.25
it_801	5
it_802	4.46
it_803	4.5
it_804	4.46
it_805	3.86
it_806	4.45
it_807	4.04
it_808	4.63
it_809	4.46
it_810	4.22
it_811	3.71
it_812	4.35
it_813	3.64
it_814	3.87
it_815	4.07
it_816	4.65
it_817	4.38
it_818	4.42
it_819	4.86
it_820	4.18
it_821	4.56
it_822	4.64
it_823	5.37
it_824	3.72
it_825	4
it_826	2.27
it_827	3.86
it_828	3.65
it_829	5.34
it_830	4.19
it_831	4.31
it_832	5.2
it_833	4.11
it_834	4.44
it_835	3.5
it_836	3.94
it_837	4.85
it_838	3.82
it_839	4.38
it_840	3.47
it_841	1.54
it_842	4.92
it_843	4.81
it_844	3.8
it_845	3.92
it_846	4.16
it_847	4.38
it_848	2.9
it_849	4.08
it_850	4.06
it_851	3.96
it_852	4.16
it_853	1.8
it_854	5.08
it_855	1.81
it_856	4.76
it_857	4.11
it_858	4.66
it_859	4.2
it_860	4.8
it_861	4.88
it_862	3.7
it_863	4.66
it_864	4.88
it_865	1.98
it_866	5.07
it_867	4
it_868	4.47
it_869	4.25
it_870	4.76
it_871	3.57
it_872	4.84
it_873	4.23
it_874	5.02
it_875	4.44
it_876	4.6
it_877	4.43
it_878	4.58
it_879	3.01
it_880	4.14
it_881	5.08
it_882	5.28
it_883	4.56
it_884	3.96
it_885	1.31
it_886	3.79
it_887	3.96
it_888	4.08
it_889	4.54
it_890	3.72
it_891	4.78
it_892	3.48
it_893	4.38
it_894	4.32
it_895	3.57
it_896	4.65
it_897	4.08
it_898	4.24
it_899	1.4
it_900	4.5
it_901	4.56
it_902	3.86
it_903	3.45
it_904	4.44
it_905	4.38
it_906	3.22
it_907	5.14
it_908	4.2
it_909	3.55
it_910	3.5
it_911	4.62
it_912	3
it_913	4.51
it_914	2.33
it_915	4
it_916	4.26
it_917	3.86
it_918	4.38
it_919	4.22
it_920	4.54
it_921	4.29
it_922	4.07
it_923	3.41
it_924	4.43
it_925	1.25
it_926	3.84
it_927	4.18
it_928	2.72
it_929	5.15
it_930	4.06
it_931	5.12
it_932	4.58
it_933	3.75
it_934	3.5
it_935	4.38
it_936	4.82
it_937	4.22
it_938	3.92
it_939	4.07
it_940	4.32
it_941	4.16
it_942	4.12
it_943	4.72
it_944	3.81
it_945	3.84
it_946	4.8
it_947	4.39
it_948	5
it_949	3.52
it_950	3.92
it_951	1.85
it_952	3.73
it_953	4.27
it_954	4.19
it_955	4.34
it_956	4.04
it_957	4.36
it_958	3.68
it_959	4.3
it_960	3.38
it_961	3.73
it_962	4.31
it_963	4
it_964	4.12
it_965	4.22
it_966	4.77
it_967	5.2
it_968	4.64
it_969	3.27
it_970	4.19
it_971	2.76
it_972	1.59
it_973	4.15
it_974	3.32
it_975	1.88
it_976	4.04
it_977	3.76
it_978	1.19
it_979	4.3
it_980	4.9
it_981	4.26
it_982	3.3
it_983	3.76
it_984	4.07
it_985	3.88
it_986	4.44
it_987	4.39
it_988	4.98
it_989	4.49
it_990	4.96
it_991	4.14
it_992	3.74
it_993	4.73
it_994	3.94
it_995	1.65
it_996	3.71
it_997	3.37
it_998	4.19
it_999	1.44
it_1000	4.86
it_1001	4
it_1002	4.05
it_1003	4.23
it_1004	4.56
it_1005	3.84
it_1006	4.24
it_1007	5.11
it_1008	4.68
